title,area,rating,n_reviews,reference
ТЦКиР Крым,"Россия, Крым, Партенит",3.33,5,https://tophotels.ru/hotel/al52800/reviews
Южнобережный,"Россия, Крым, Алупка",3.32,13,https://tophotels.ru/hotel/al19816/reviews
Восход,"Россия, Крым, Феодосия, Феодосия-центр",3.07,10,https://tophotels.ru/hotel/al19789/reviews
Гостевой дом Вояж,"Россия, Крым, Алушта",3.0,5,https://tophotels.ru/hotel/al263557/reviews
Солнечный камень,"Россия, Крым, Морское",3.0,5,https://tophotels.ru/hotel/al156365/reviews
Черноморский,"Россия, Крым, Черноморское",2.71,10,https://tophotels.ru/hotel/al37948/reviews
Malibu (Малибу) 3*,"Россия, Крым, Симферополь, Симферополь-центр",2.5,5,https://tophotels.ru/hotel/al306650/reviews
Альтернатива,"Россия, Крым, Феодосия, Береговое",2.43,8,https://tophotels.ru/hotel/al248820/reviews
FreeDom 3*,"Россия, Крым, Саки",1.67,3,https://tophotels.ru/hotel/al284839/reviews
Приятная встреча,"Россия, Крым, Евпатория, Евпатория-центр",1.33,6,https://tophotels.ru/hotel/al37969/reviews
La Maree,"Россия, Крым, Бахчисарай, Песчаное",0.0,1,https://tophotels.ru/hotel/al321144/reviews
Аврора,"Россия, Крым, Симферополь, Николаевка",0.0,3,https://tophotels.ru/hotel/al243547/reviews
Ассоль 3*,"Россия, Крым, Судак",0.0,2,https://tophotels.ru/hotel/al310774/reviews
коттедж 56 Семейный,"Россия, Крым, Симферополь, Николаевка",0.0,3,https://tophotels.ru/hotel/al239040/reviews
Элени,"Россия, Крым, Симферополь, Николаевка",0.0,2,https://tophotels.ru/hotel/al315609/reviews
Art Hotel Koktebel Apartments,"Россия, Крым, Коктебель",5.0,2,https://tophotels.ru/hotel/al87427/reviews
АРТ Бухта,"Россия, Крым, Севастополь, Севастополь-центр",5.0,1,https://tophotels.ru/hotel/al226882/reviews
Вилла Магнолия,"Россия, Крым, Севастополь, Учкуевка",5.0,2,https://tophotels.ru/hotel/al308406/reviews
Вилла Регина,"Россия, Крым, Малый Маяк поселок",5.0,3,https://tophotels.ru/hotel/al304051/reviews
Вилла Снегири,"Россия, Крым, Гурзуф",5.0,3,https://tophotels.ru/hotel/al160036/reviews
Дворец Царь,"Россия, Крым, Ялта, Ливадия",5.0,2,https://tophotels.ru/hotel/al316252/reviews
Жемчужина Арпата HV-1,"Россия, Крым, Алушта, Зеленогорье",5.0,2,https://tophotels.ru/hotel/al111390/reviews
Зодиак 3*,"Россия, Крым, Севастополь, Ленинский",5.0,2,https://tophotels.ru/hotel/al189845/reviews
Лазурный,"Россия, Крым, Алушта",5.0,3,https://tophotels.ru/hotel/al261845/reviews
Мрия,"Россия, Крым, Коктебель",5.0,1,https://tophotels.ru/hotel/al230554/reviews
Мускатель 4*,"Россия, Крым, Ялта",5.0,2,https://tophotels.ru/hotel/al309125/reviews
Невский берег,"Россия, Крым, Евпатория",5.0,3,https://tophotels.ru/hotel/al163778/reviews
Одесская Гавань,"Россия, Крым, Евпатория, Заозерное",5.0,3,https://tophotels.ru/hotel/al265722/reviews
Омега-Бриз,"Россия, Крым, Севастополь",5.0,2,https://tophotels.ru/hotel/al274971/reviews
Прага,"Россия, Крым, Симферополь, Николаевка",5.0,3,https://tophotels.ru/hotel/al307653/reviews
Семирамида,"Россия, Крым, Коктебель",5.0,3,https://tophotels.ru/hotel/al230525/reviews
Сиеста,"Россия, Крым, Севастополь",5.0,3,https://tophotels.ru/hotel/al134905/reviews
Яркий берег,"Россия, Крым, Севастополь, Учкуевка",4.92,4,https://tophotels.ru/hotel/al38133/reviews
Любимая,"Россия, Крым, Феодосия, Береговое",4.89,3,https://tophotels.ru/hotel/al254758/reviews
Олимпия,"Россия, Крым, Евпатория, Заозерное",4.89,3,https://tophotels.ru/hotel/al316702/reviews
Грей Инн 3*,"Россия, Крым, Феодосия",4.83,2,https://tophotels.ru/hotel/al312593/reviews
Севилья,"Россия, Крым, Новый Свет",4.83,2,https://tophotels.ru/hotel/al163940/reviews
Шоколад 3*,"Россия, Крым, Коктебель",4.83,3,https://tophotels.ru/hotel/al132332/reviews
Paradise (Парадиз) 3*,"Россия, Крым, Алушта, Утес",4.79,4,https://tophotels.ru/hotel/al251965/reviews
Vega Hotel (Вега),"Россия, Крым, Евпатория, Заозерное",4.75,3,https://tophotels.ru/hotel/al265738/reviews
Аквилон Гостиница,"Россия, Крым, Алупка",4.75,3,https://tophotels.ru/hotel/al255746/reviews
Белый Дом,"Россия, Крым, Морское",4.75,3,https://tophotels.ru/hotel/al285782/reviews
Гостевой Дом Фламинго,"Россия, Крым, Алушта, Алушта-центр",4.75,2,https://tophotels.ru/hotel/al309002/reviews
Гостиница Адмирал Ялта 3*,"Россия, Крым, Ялта",4.75,3,https://tophotels.ru/hotel/al41279/reviews
Лагуна,"Россия, Крым, Симферополь, Николаевка",4.75,2,https://tophotels.ru/hotel/al311573/reviews
Камилла,"Россия, Крым, Симферополь, Николаевка",4.67,2,https://tophotels.ru/hotel/al307368/reviews
Лазурный,"Россия, Крым, Коктебель",4.67,1,https://tophotels.ru/hotel/al310805/reviews
Лантерна,"Россия, Крым, Гурзуф",4.67,4,https://tophotels.ru/hotel/al310268/reviews
Valencia 3*,"Россия, Крым, Симферополь, Симферополь-центр",4.67,3,https://tophotels.ru/hotel/al38083/reviews
Антик-отель 2*,"Россия, Крым, Алушта",4.67,3,https://tophotels.ru/hotel/al55034/reviews
Гостевой Дом с Рыцарем,"Россия, Крым, Судак",4.63,3,https://tophotels.ru/hotel/al305141/reviews
La Vinya,"Россия, Крым, Алушта, Профессорский Рабочий уголок",4.6,8,https://tophotels.ru/hotel/al42553/reviews
Алупка 2*,"Россия, Крым, Алупка",4.58,4,https://tophotels.ru/hotel/al104083/reviews
Kruiz (Круиз),"Россия, Крым, Алушта, Утес",4.53,6,https://tophotels.ru/hotel/al223133/reviews
Анни,"Россия, Крым, Гаспра",4.5,3,https://tophotels.ru/hotel/al162508/reviews
Барселона,"Россия, Крым, Судак",4.5,4,https://tophotels.ru/hotel/al282889/reviews
Жемчужина,"Россия, Крым, Симферополь, Николаевка",4.5,3,https://tophotels.ru/hotel/al305022/reviews
Крымский,"Россия, Крым, Ялта, Ялта-центр",4.5,4,https://tophotels.ru/hotel/al20754/reviews
Маленький Принц,"Россия, Крым, Коктебель",4.5,2,https://tophotels.ru/hotel/al306697/reviews
Медведь,"Россия, Крым, Коктебель",4.5,3,https://tophotels.ru/hotel/al154855/reviews
Морской Конёк,"Россия, Крым, Коктебель",4.5,2,https://tophotels.ru/hotel/al248358/reviews
Хакуна Матата,"Россия, Крым, Саки",4.5,3,https://tophotels.ru/hotel/al296830/reviews
Элита 3*,"Россия, Крым, Алушта, Утес",4.5,3,https://tophotels.ru/hotel/al297805/reviews
Легенда ОК,"Россия, Крым, Алушта, Сатера",4.44,4,https://tophotels.ru/hotel/al294063/reviews
Магнолия,"Россия, Крым, Алушта",4.44,6,https://tophotels.ru/hotel/al35506/reviews
Пансионат Севастополь,"Россия, Крым, Севастополь, Севастополь-центр",4.44,4,https://tophotels.ru/hotel/al308351/reviews
Лотус (Lotus),"Россия, Крым, Алушта, Утес",4.42,3,https://tophotels.ru/hotel/al311860/reviews
Старый Город,"Россия, Крым, Севастополь, Севастополь-центр",4.33,3,https://tophotels.ru/hotel/al180535/reviews
Прохлада Бриз,"Россия, Крым, Коктебель",4.25,3,https://tophotels.ru/hotel/al290583/reviews
Малахит,"Россия, Крым, Ялта, Ялта-центр",4.17,5,https://tophotels.ru/hotel/al19756/reviews
Розмарин,"Россия, Крым, Севастополь, Учкуевка",4.17,1,https://tophotels.ru/hotel/al319965/reviews
Атлантус,"Россия, Крым, Севастополь, Орловка поселок",4.11,8,https://tophotels.ru/hotel/al38094/reviews
Фиорд 3*,"Россия, Крым, Евпатория",4.1,7,https://tophotels.ru/hotel/al212850/reviews
Sofi Gold,"Россия, Крым, Алушта, Профессорский Рабочий уголок",4.08,4,https://tophotels.ru/hotel/al306026/reviews
Villa Indigo,"Россия, Крым, Севастополь, Учкуевка",4.04,5,https://tophotels.ru/hotel/al103936/reviews
Инжир,"Россия, Крым, Севастополь, Мыс Фиолент",4.0,3,https://tophotels.ru/hotel/al312254/reviews
Привал,"Россия, Крым, Бахчисарай",4.0,2,https://tophotels.ru/hotel/al224098/reviews
Рота Chalet Marina,"Россия, Крым, Севастополь, Балаклавский",4.0,1,https://tophotels.ru/hotel/al219462/reviews
Оленевка VILLAGE,"Россия, Крым, Черноморское, Оленевка",3.92,7,https://tophotels.ru/hotel/al319866/reviews
Национальный Центр Украина (НЦУ),"Россия, Крым, Евпатория, Заозерное",3.83,3,https://tophotels.ru/hotel/al191038/reviews
Ударник,"Россия, Крым, Евпатория, Евпатория-центр",3.83,3,https://tophotels.ru/hotel/al37958/reviews
Качинская,"Россия, Крым, Севастополь, Орловка поселок",3.79,7,https://tophotels.ru/hotel/al305455/reviews
Ravenna Mare,"Россия, Крым, Симферополь, Николаевка",3.67,3,https://tophotels.ru/hotel/al310766/reviews
Дядька Черномор,"Россия, Крым, Черноморское, Тарханкут",3.67,4,https://tophotels.ru/hotel/al181897/reviews
Феодосия пансионат,"Россия, Крым, Феодосия",3.67,6,https://tophotels.ru/hotel/al241809/reviews
Черноморье,"Россия, Крым, Ялта, Ливадия",3.67,14,https://tophotels.ru/hotel/al35457/reviews
Villa Balgatura 4*,"Россия, Крым, Ялта",3.61,3,https://tophotels.ru/hotel/al52170/reviews
Отель Севастополь 3*,"Россия, Крым, Ялта",3.58,3,https://tophotels.ru/hotel/al83048/reviews
Массандра 3*,"Россия, Крым, Ялта, Ялта-центр",3.57,8,https://tophotels.ru/hotel/al19732/reviews
Онега,"Россия, Крым, Евпатория, Заозерное",3.57,4,https://tophotels.ru/hotel/al265563/reviews
Солнечный берег,"Россия, Крым, Саки",3.56,5,https://tophotels.ru/hotel/al40541/reviews
Папайя,"Россия, Крым, Феодосия",3.42,7,https://tophotels.ru/hotel/al121647/reviews
Ривьера,"Россия, Крым, Севастополь",3.42,4,https://tophotels.ru/hotel/al232443/reviews
Kalipso (Калипсо),"Россия, Крым, Алушта, Профессорский Рабочий уголок",3.25,2,https://tophotels.ru/hotel/al261964/reviews
Ориго,"Россия, Крым, Алушта",3.2,6,https://tophotels.ru/hotel/al122635/reviews
Крошка Енот 3*,"Россия, Крым, Морское",3.17,4,https://tophotels.ru/hotel/al63743/reviews
Парус,"Россия, Крым, Евпатория, Евпатория-центр",3.17,3,https://tophotels.ru/hotel/al37940/reviews
Украина-1,"Россия, Крым, Феодосия",2.92,7,https://tophotels.ru/hotel/al37910/reviews
Чайка,"Россия, Крым, Саки",2.83,3,https://tophotels.ru/hotel/al19813/reviews
Прага 2*,"Россия, Крым, Симферополь",2.67,6,https://tophotels.ru/hotel/al69525/reviews
Вилла Ева,"Россия, Крым, Судак",2.5,4,https://tophotels.ru/hotel/al271341/reviews
Алуштинский,"Россия, Крым, Алушта",2.45,16,https://tophotels.ru/hotel/al35458/reviews
Запорожская сечь,"Россия, Крым, Феодосия, Феодосия-центр",2.28,4,https://tophotels.ru/hotel/al40281/reviews
Дом творчества художников им. Коровина К. А.,"Россия, Крым, Гурзуф",2.22,6,https://tophotels.ru/hotel/al87424/reviews
Эльвиде,"Россия, Крым, Судак",1.94,6,https://tophotels.ru/hotel/al161447/reviews
Зенит,"Россия, Крым, Морское",1.89,4,https://tophotels.ru/hotel/al66294/reviews
Орхидея 1*,"Россия, Крым, Алушта",1.67,3,https://tophotels.ru/hotel/al104086/reviews
Moramar Hotel 4*,"Россия, Крым, Севастополь, Гагаринский",1.0,1,https://tophotels.ru/hotel/al319526/reviews
Роза,"Россия, Крым, Евпатория, Заозерное",1.0,5,https://tophotels.ru/hotel/al313238/reviews
Авангард 2*,"Россия, Крым, Симферополь, Николаевка",0.0,1,https://tophotels.ru/hotel/al38084/reviews
Амидея,"Россия, Крым, Межводное",0.0,3,https://tophotels.ru/hotel/al311003/reviews
Зеленый Рай,"Россия, Крым, Коктебель",0.0,2,https://tophotels.ru/hotel/al309328/reviews
Катерина 3*,"Россия, Крым, Саки",0.0,2,https://tophotels.ru/hotel/al102445/reviews
Кучук - Ламбат,"Россия, Крым, Малый Маяк поселок",0.0,2,https://tophotels.ru/hotel/al310823/reviews
Рай у Моря,"Россия, Крым, Евпатория, Заозерное",0.0,1,https://tophotels.ru/hotel/al265538/reviews
Сакля Горца,"Россия, Крым, Бахчисарай, Песчаное",0.0,3,https://tophotels.ru/hotel/al311791/reviews
Триера,"Россия, Крым, Судак",0.0,3,https://tophotels.ru/hotel/al271371/reviews
IrisKa,"Россия, Крым, Севастополь, Балаклавский",5.0,1,https://tophotels.ru/hotel/al321280/reviews
Malibu (Малибу),"Россия, Крым, Алушта, Алушта-центр",5.0,1,https://tophotels.ru/hotel/al322958/reviews
NIKoS (Никос),"Россия, Крым, Саки, Новофёдоровка поселок",5.0,1,https://tophotels.ru/hotel/al316230/reviews
Villa Rosa,"Россия, Крым, Севастополь, Бухта Казачья",5.0,1,https://tophotels.ru/hotel/al158714/reviews
Villa Sofia 5*,"Россия, Крым, Ялта",5.0,2,https://tophotels.ru/hotel/al202761/reviews
Абсолют,"Россия, Крым, Евпатория, Евпатория-центр",5.0,5,https://tophotels.ru/hotel/al37963/reviews
Аврора,"Россия, Крым, Севастополь, Ленинский",5.0,1,https://tophotels.ru/hotel/al181959/reviews
Анастасия,"Россия, Крым, Симферополь, Николаевка",5.0,2,https://tophotels.ru/hotel/al314963/reviews
Ассоль,"Россия, Крым, Симферополь, Николаевка",5.0,2,https://tophotels.ru/hotel/al268689/reviews
Бриз,"Россия, Крым, Черноморское, Оленевка",5.0,2,https://tophotels.ru/hotel/al308716/reviews
Варна,"Россия, Крым, Севастополь, Резервное село",5.0,1,https://tophotels.ru/hotel/al317190/reviews
Вечерний город,"Россия, Крым, Севастополь, Гагаринский",5.0,1,https://tophotels.ru/hotel/al319479/reviews
Вилла Бэлла 3*,"Россия, Крым, Севастополь",5.0,2,https://tophotels.ru/hotel/al90630/reviews
Вилла Виктория,"Россия, Крым, Алушта, Утес",5.0,1,https://tophotels.ru/hotel/al130341/reviews
Вилла Жасмин,"Россия, Крым, Алушта, Профессорский Рабочий уголок",5.0,2,https://tophotels.ru/hotel/al62580/reviews
Вилла Ольга 3*,"Россия, Крым, Алушта",5.0,5,https://tophotels.ru/hotel/al35502/reviews
Волна,"Россия, Крым, Феодосия, Береговое",5.0,3,https://tophotels.ru/hotel/al37898/reviews
Встреча,"Россия, Крым, Алушта",5.0,2,https://tophotels.ru/hotel/al261897/reviews
Гостевой дом Рыжий Кот,"Россия, Крым, Алушта",5.0,2,https://tophotels.ru/hotel/al261856/reviews
Два Маяка,"Россия, Крым, Севастополь",5.0,2,https://tophotels.ru/hotel/al312230/reviews
Дионис 4*,"Россия, Крым, Севастополь, Балаклавский",5.0,1,https://tophotels.ru/hotel/al201346/reviews
Караголь,"Россия, Крым, Коктебель",5.0,1,https://tophotels.ru/hotel/al83830/reviews
Ласточка,"Россия, Крым, Евпатория, Заозерное",5.0,2,https://tophotels.ru/hotel/al107836/reviews
Магриб И Шарк,"Россия, Крым, Штормовое, Поповка",5.0,1,https://tophotels.ru/hotel/al297555/reviews
Монпансье,"Россия, Крым, Ялта",5.0,2,https://tophotels.ru/hotel/al274854/reviews
Ника,"Россия, Крым, Евпатория, Заозерное",5.0,2,https://tophotels.ru/hotel/al312316/reviews
Ольга,"Россия, Крым, Саки",5.0,1,https://tophotels.ru/hotel/al296825/reviews
Пальма,"Россия, Крым, Гаспра",5.0,1,https://tophotels.ru/hotel/al315534/reviews
Парк-отель Родос,"Россия, Крым, Кореиз",5.0,2,https://tophotels.ru/hotel/al229456/reviews
Парусник Гостевой Дом,"Россия, Крым, Алушта",5.0,2,https://tophotels.ru/hotel/al263574/reviews
Райская Гавань 3*,"Россия, Крым, Щелкино",5.0,2,https://tophotels.ru/hotel/al292962/reviews
Севастопольская Усадьба,"Россия, Крым, Севастополь",5.0,2,https://tophotels.ru/hotel/al311833/reviews
Седьмой Сектор,"Россия, Крым, Саки",5.0,1,https://tophotels.ru/hotel/al321901/reviews
Солнечная Сугдея,"Россия, Крым, Судак",5.0,1,https://tophotels.ru/hotel/al271390/reviews
Спорт Отель,"Россия, Крым, Севастополь, Ленинский",5.0,2,https://tophotels.ru/hotel/al274967/reviews
Три богатыря,"Россия, Крым, Алушта, Солнечногорское",5.0,1,https://tophotels.ru/hotel/al311993/reviews
У Старого Абрикоса,"Россия, Крым, Севастополь, Любимовка поселок",5.0,1,https://tophotels.ru/hotel/al288786/reviews
Флагман,"Россия, Крым, Евпатория, Заозерное",5.0,3,https://tophotels.ru/hotel/al156739/reviews
Pushkino,"Россия, Крым, Гурзуф",4.92,3,https://tophotels.ru/hotel/al242856/reviews
Феодосийский Военный Санаторий,"Россия, Крым, Феодосия",4.92,2,https://tophotels.ru/hotel/al317090/reviews
Серовъ Отель,"Россия, Крым, Симферополь",4.83,2,https://tophotels.ru/hotel/al271143/reviews
Dolce Vita,"Россия, Крым, Симферополь, Николаевка",4.83,2,https://tophotels.ru/hotel/al118289/reviews
Глициния  гостевой дом,"Россия, Крым, Феодосия",4.83,2,https://tophotels.ru/hotel/al56134/reviews
Зеленый Театр 4*,"Россия, Крым, Симферополь, Симферополь-центр",4.83,2,https://tophotels.ru/hotel/al311090/reviews
Мини-пансионат Магнолия,"Россия, Крым, Канакская Балка",4.83,2,https://tophotels.ru/hotel/al50087/reviews
Оазис,"Россия, Крым, Штормовое",4.83,2,https://tophotels.ru/hotel/al319635/reviews
Усадьба У Графского Парка,"Россия, Крым, Алупка",4.83,2,https://tophotels.ru/hotel/al255738/reviews
Шанхай 2,"Россия, Крым, Коктебель",4.83,2,https://tophotels.ru/hotel/al246411/reviews
Fordewind (Фордевинд),"Россия, Крым, Севастополь, Балаклавский",4.75,1,https://tophotels.ru/hotel/al184818/reviews
Лагуна,"Россия, Крым, Феодосия, Береговое",4.75,2,https://tophotels.ru/hotel/al37900/reviews
Лазурный,"Россия, Крым, Севастополь, Учкуевка",4.75,2,https://tophotels.ru/hotel/al92796/reviews
МоревдоМ,"Россия, Крым, Коктебель",4.75,1,https://tophotels.ru/hotel/al321953/reviews
Наш Парус,"Россия, Крым, Севастополь, Кача поселок",4.75,1,https://tophotels.ru/hotel/al303402/reviews
Парк-Отель Ялта,"Россия, Крым, Ялта",4.75,1,https://tophotels.ru/hotel/al274837/reviews
Millennium,"Россия, Крым, Судак, Судак-центр",4.72,3,https://tophotels.ru/hotel/al35619/reviews
Акватель,"Россия, Крым, Судак",4.67,4,https://tophotels.ru/hotel/al271359/reviews
Алубика,"Россия, Крым, Алупка",4.67,2,https://tophotels.ru/hotel/al255892/reviews
Андре,"Россия, Крым, Коктебель",4.67,2,https://tophotels.ru/hotel/al49542/reviews
Бульвар,"Россия, Крым, Ялта",4.67,1,https://tophotels.ru/hotel/al198516/reviews
Встреча,"Россия, Крым, Судак, Судак-центр",4.67,4,https://tophotels.ru/hotel/al41729/reviews
"Голицына, 19","Россия, Крым, Новый Свет",4.67,3,https://tophotels.ru/hotel/al56137/reviews
Дарья Отель,"Россия, Крым, Алушта",4.67,4,https://tophotels.ru/hotel/al263563/reviews
Идиллия,"Россия, Крым, Евпатория, Заозерное",4.67,2,https://tophotels.ru/hotel/al162769/reviews
Роза Ветров,"Россия, Крым, Евпатория",4.67,1,https://tophotels.ru/hotel/al162906/reviews
Тихая Гавань,"Россия, Крым, Новый Свет",4.67,2,https://tophotels.ru/hotel/al158841/reviews
Deluxe Apart Hotel,"Россия, Крым, Евпатория",4.63,2,https://tophotels.ru/hotel/al265338/reviews
Arcadia (Аркадия) 3*,"Россия, Крым, Алушта, Утес",4.56,3,https://tophotels.ru/hotel/al147218/reviews
Marseille (Марсель),"Россия, Крым, Симферополь, Симферополь-центр",4.5,1,https://tophotels.ru/hotel/al271138/reviews
Апельсин,"Россия, Крым, Симферополь, Николаевка",4.5,1,https://tophotels.ru/hotel/al226163/reviews
Виктория Гостевой Дом,"Россия, Крым, Алушта, Алушта-центр",4.5,2,https://tophotels.ru/hotel/al308176/reviews
Дельта,"Россия, Крым, Севастополь, Херсонес-Таврический",4.5,4,https://tophotels.ru/hotel/al38103/reviews
Максимова Дача,"Россия, Крым, Севастополь",4.5,2,https://tophotels.ru/hotel/al297803/reviews
У Борисовны,"Россия, Крым, Гурзуф",4.5,2,https://tophotels.ru/hotel/al206702/reviews
Эко-отель Артемида,"Россия, Крым, Ялта, Понизовка",4.5,1,https://tophotels.ru/hotel/al87550/reviews
Лавровый Сад,"Россия, Крым, Алупка",4.44,5,https://tophotels.ru/hotel/al220026/reviews
Seyt-Nebi (Сейт-Неби),"Россия, Крым, Феодосия",4.42,2,https://tophotels.ru/hotel/al304046/reviews
Катрин Вилла,"Россия, Крым, Ялта",4.33,4,https://tophotels.ru/hotel/al166489/reviews
Клуб Отель Эллада,"Россия, Крым, Симферополь, Николаевка",4.33,1,https://tophotels.ru/hotel/al313564/reviews
Прибрежный,"Россия, Крым, Судак",4.33,2,https://tophotels.ru/hotel/al304062/reviews
ТаврикаГолд,"Россия, Крым, Алушта, Утес",4.33,3,https://tophotels.ru/hotel/al317629/reviews
Шанхай,"Россия, Крым, Коктебель",4.33,2,https://tophotels.ru/hotel/al246410/reviews
Коттеджи Вояж,"Россия, Крым, Саки",4.25,1,https://tophotels.ru/hotel/al316443/reviews
Вилла Кристалл (Villa Crystal) 4*,"Россия, Крым, Севастополь, Учкуевка",4.17,2,https://tophotels.ru/hotel/al257501/reviews
Маринер 2*,"Россия, Крым, Евпатория, Заозерное",4.17,2,https://tophotels.ru/hotel/al154748/reviews
Меркез,"Россия, Крым, Симферополь, Николаевка",4.17,1,https://tophotels.ru/hotel/al319702/reviews
У Расима,"Россия, Крым, Судак",4.17,3,https://tophotels.ru/hotel/al310532/reviews
Альбатрос,"Россия, Крым, Новоотрадное",4.17,2,https://tophotels.ru/hotel/al80178/reviews
Парк Чаир,"Россия, Крым, Гаспра",4.08,2,https://tophotels.ru/hotel/al87502/reviews
Lion Hotel (Лион),"Россия, Крым, Евпатория",4.0,3,https://tophotels.ru/hotel/al265303/reviews
Royal Nikita Apartments,"Россия, Крым, Ялта",4.0,3,https://tophotels.ru/hotel/al57531/reviews
Барон Мюнхаузен,"Россия, Крым, Судак",4.0,2,https://tophotels.ru/hotel/al308198/reviews
Вилла Ренессанс,"Россия, Крым, Алушта",4.0,2,https://tophotels.ru/hotel/al261003/reviews
Черное Море,"Россия, Крым, Алупка",4.0,1,https://tophotels.ru/hotel/al102599/reviews
Эллинги у Моря,"Россия, Крым, Феодосия, Феодосия-центр",4.0,2,https://tophotels.ru/hotel/al244486/reviews
Percem (Перчем),"Россия, Крым, Судак",3.83,2,https://tophotels.ru/hotel/al271321/reviews
Рубензон,"Россия, Крым, Алушта, Утес",3.83,2,https://tophotels.ru/hotel/al250684/reviews
Мрия (закрыт),"Россия, Крым, Ялта, Понизовка",3.81,24,https://tophotels.ru/hotel/al19736/reviews
Ривьера,"Россия, Крым, Симферополь, Николаевка",3.75,2,https://tophotels.ru/hotel/al312841/reviews
Пальмида,"Россия, Крым, Севастополь, Ласпи",3.74,11,https://tophotels.ru/hotel/al19757/reviews
Релакс Вилла,"Россия, Крым, Алушта, Профессорский Рабочий уголок",3.73,5,https://tophotels.ru/hotel/al166726/reviews
Береговой,"Россия, Крым, Евпатория, Молочное",3.67,6,https://tophotels.ru/hotel/al37931/reviews
Доминика (Dominika),"Россия, Крым, Феодосия, Береговое",3.67,3,https://tophotels.ru/hotel/al314517/reviews
Форосский берег,"Россия, Крым, Форос",3.67,5,https://tophotels.ru/hotel/al41088/reviews
Золотой Слон,"Россия, Крым, Симферополь, Николаевка",3.58,4,https://tophotels.ru/hotel/al307168/reviews
Вена Мини Отель 2*,"Россия, Крым, Симферополь",3.5,3,https://tophotels.ru/hotel/al187356/reviews
Гавань 4*,"Россия, Крым, Евпатория",3.5,4,https://tophotels.ru/hotel/al257479/reviews
Орленок,"Россия, Крым, Евпатория, Евпатория-центр",3.5,5,https://tophotels.ru/hotel/al36505/reviews
Семейный,"Россия, Крым, Симферополь, Николаевка",3.5,2,https://tophotels.ru/hotel/al304620/reviews
Ялтинский городской пансионат,"Россия, Крым, Ялта, Ялта-центр",3.46,4,https://tophotels.ru/hotel/al36553/reviews
De Albina,"Россия, Крым, Судак, Судак-центр",3.33,3,https://tophotels.ru/hotel/al87636/reviews
Афродита,"Россия, Крым, Феодосия",3.33,3,https://tophotels.ru/hotel/al307325/reviews
Приморье,"Россия, Крым, Евпатория, Евпатория-центр",3.33,4,https://tophotels.ru/hotel/al34049/reviews
Вилла Кристина,"Россия, Крым, Евпатория, Заозерное",3.29,4,https://tophotels.ru/hotel/al265573/reviews
Мир,"Россия, Крым, Алушта, Профессорский Рабочий уголок",3.29,8,https://tophotels.ru/hotel/al19744/reviews
Санаторий Симеиз,"Россия, Крым, Ялта",3.25,4,https://tophotels.ru/hotel/al162207/reviews
Forest Hotel,"Россия, Крым, Алупка",3.17,3,https://tophotels.ru/hotel/al255407/reviews
Гиацинт,"Россия, Крым, Курортное",3.17,7,https://tophotels.ru/hotel/al49309/reviews
Каштановый Особняк,"Россия, Крым, Ялта",3.17,3,https://tophotels.ru/hotel/al263156/reviews
Киев,"Россия, Крым, Алушта, Профессорский Рабочий уголок",3.07,5,https://tophotels.ru/hotel/al19830/reviews
35-й Меридиан,"Россия, Крым, Канакская Балка",3.03,5,https://tophotels.ru/hotel/al157726/reviews
Ай-Серез,"Россия, Крым, Судак",3.0,2,https://tophotels.ru/hotel/al307185/reviews
Вилла Куршавель,"Россия, Крым, Симеиз",3.0,3,https://tophotels.ru/hotel/al58601/reviews
Дворик У Причала,"Россия, Крым, Ялта",3.0,3,https://tophotels.ru/hotel/al274919/reviews
Коралловая 3*,"Россия, Крым, Севастополь",3.0,2,https://tophotels.ru/hotel/al138792/reviews
Энергетик,"Россия, Крым, Симферополь, Николаевка",2.96,10,https://tophotels.ru/hotel/al296739/reviews
Кара-Даг,"Россия, Крым, Коктебель",2.83,3,https://tophotels.ru/hotel/al221188/reviews
У Сестры 3*,"Россия, Крым, Феодосия, Феодосия-центр",2.83,5,https://tophotels.ru/hotel/al69585/reviews
Волга,"Россия, Крым, Канакская Балка",2.67,3,https://tophotels.ru/hotel/al41856/reviews
Южный полюс,"Россия, Крым, Ялта, Отрадное",2.67,3,https://tophotels.ru/hotel/al305939/reviews
Ягуар,"Россия, Крым, Гурзуф",2.67,5,https://tophotels.ru/hotel/al306050/reviews
Легенда,"Россия, Крым, Алушта, Малореченское",2.64,8,https://tophotels.ru/hotel/al312673/reviews
Ласточка 117,"Россия, Крым, Феодосия",2.61,6,https://tophotels.ru/hotel/al307373/reviews
Листригон,"Россия, Крым, Севастополь, Балаклавский",2.55,8,https://tophotels.ru/hotel/al38122/reviews
Антей,"Россия, Крым, Ялта, Ялта-центр",2.53,9,https://tophotels.ru/hotel/al41371/reviews
Коралл,"Россия, Крым, Керчь, Героевское",2.53,4,https://tophotels.ru/hotel/al45466/reviews
Фемида,"Россия, Крым, Евпатория, Евпатория-центр",2.39,7,https://tophotels.ru/hotel/al37959/reviews
Замок Викинг,"Россия, Крым, Черноморское, Знаменское село",2.33,1,https://tophotels.ru/hotel/al310279/reviews
им. Гагарина,"Россия, Крым, Евпатория, Евпатория-центр",2.33,10,https://tophotels.ru/hotel/al19842/reviews
Гала,"Россия, Крым, Симферополь, Николаевка",2.0,3,https://tophotels.ru/hotel/al230470/reviews
Старый Замок,"Россия, Крым, Алушта",2.0,4,https://tophotels.ru/hotel/al263569/reviews
